8,10
9,13
10,14
11,16
12,19
12,18
12,22
13,28
13,29
14,34
14,37
14,42
14,35
14,40
14,39
14,33
14,45
15,47
15,48
17,52
17,53
17,51
17,57
17,76
17,56
17,75
17,71
17,90
17,96
17,97
19,100
23,109
28,129
27,123
27,122
27,125
35,146
35,145
40,160
40,163
40,162
40,161
40,166
40,167
42,175
42,173
42,172
59,234
60,237
60,236
60,238
60,239
65,248
66,249
69,255
69,256
69,257
71,260
73,270
73,273
73,282
73,283
73,285
73,279
73,289
80,301
80,299
80,300
88,329
88,330
89,333
89,334
89,338
90,343
92,353
97,360
97,359
98,362
100,368
100,367
101,373
101,376
101,378
101,377
101,379
101,380
102,383
103,394
104,395
112,410
112,409
112,408
115,421
115,419
116,424
117,425
118,428
118,429
118,431
121,441
121,439
121,437
122,443
122,442
124,445
124,447
124,449
124,452
124,456
128,463
128,460
128,461
132,469
132,470
132,471
132,468
134,480
139,486
139,488
139,489
140,490
144,497
145,499
152,519
152,514
152,518
152,516
152,517
152,515
155,523
155,524
157,526
157,531
164,545
169,551
169,553
171,559
171,560
175,570
176,576
176,574
182,583
203,613
212,664
227,705
230,709
232,712
250,744
250,747
250,746
250,745
250,749
250,751
264,778
265,784
267,789
267,787
267,793
267,788
268,803
294,864
294,865
303,882
306,889
306,888
309,896
309,893
309,903
313,914
313,916
313,912
313,915
313,913
315,935
313,926
313,929
316,936
316,937
316,940
322,946
323,947
323,948
323,952
335,991
335,993
338,999
339,1002
340,1004
340,1003
340,1008
340,1012
341,1016
341,1015
343,1019
343,1021
350,1030
359,1049
361,1062
361,1068
361,1063
361,1064
361,1066
362,1073
380,1127
381,1136
384,1142
386,1144
387,1145
402,1168
432,1214
434,1218
434,1220
435,1226
435,1228
450,1253
450,1254
451,1256
474,1284
474,1283
482,1306
482,1311
482,1305
482,1307
482,1321
482,1322
487,1327
487,1329
490,1333
490,1334
491,1341
492,1342
495,1354
499,1364
501,1368
518,1435
564,1491
564,1494
564,1490
564,1489
564,1493
564,1510
564,1516
571,1524
571,1525
574,1531
574,1529
574,1532
574,1530
577,1540
577,1541
578,1542
584,1571
592,1590
593,1597
592,1595
595,1599
596,1601
597,1602
597,1604
597,1603
598,1607
599,1608
602,1636
602,1637
602,1640
611,1660
611,1662
613,1670
615,1672
633,1716
633,1715
633,1718
633,1717
635,1730
637,1741
637,1742
639,1764
641,1766
642,1767
642,1768
644,1771
644,1772
650,1785
651,1790
651,1788
654,1800
660,1807
663,1815
671,1829
671,1831
671,1830
673,1835
673,1836
674,1838
674,1839
679,1859
680,1870
681,1888
681,1894
681,1892
685,1926
