700,1969
708,2014
708,2022
708,2033
712,2054
713,2062
713,2057
713,2063
713,2056
713,2064
717,2089
717,2094
717,2091
718,2095
718,2096
718,2099
718,2098
718,2108
719,2110
719,2109
719,2113
719,2111
719,2112
720,2118
720,2130
720,2122
720,2124
720,2120
720,2117
720,2126
720,2129
720,2152
720,2155
720,2156
720,2157
723,2168
729,2182
730,2186
731,2192
739,2221
739,2222
740,2227
742,2244
744,2247
744,2248
744,2249
746,2258
746,2256
746,2261
746,2257
746,2260
746,2263
749,2269
751,2273
751,2278
751,2275
754,2289
755,2291
755,2298
756,2318
756,2319
760,2330
762,2335
762,2341
764,2345
764,2347
764,2348
767,2365
767,2367
775,2391
775,2397
778,2405
778,2404
779,2409
782,2420
782,2422
790,2445
794,2450
801,2466
801,2470
801,2474
801,2467
801,2465
804,2482
812,2503
816,2510
818,2513
819,2515
820,2521
830,2532
834,2536
836,2538
843,2586
846,2600
868,2637
868,2636
874,2677
876,2690
876,2691
878,2701
878,2700
884,2713
885,2716
888,2730
892,2735
892,2741
892,2742
897,2753
898,2754
898,2757
898,2758
899,2760
899,2761
900,2763
900,2764
900,2770
901,2772
901,2774
901,2776
910,2797
910,2799
911,2807
911,2812
912,2822
914,2827
914,2825
928,2857
930,2861
930,2865
931,2870
934,2876
934,2881
934,2880
934,2883
935,2885
935,2886
935,2888
935,2901
935,2928
935,2898
935,2887
935,2907
935,2899
935,2911
935,2906
935,2937
935,2947
962,3009
962,3011
963,3017
963,3020
963,3015
963,3018
963,3019
964,3023
965,3030
965,3029
965,3031
965,3033
965,3036
966,3038
966,3040
966,3039
966,3049
966,3048
968,3051
969,3053
971,3056
971,3055
972,3058
972,3064
972,3068
972,3074
974,3080
974,3078
974,3079
974,3081
974,3082
975,3083
976,3084
976,3085
981,3096
981,3099
982,3120
984,3125
984,3123
987,3137
987,3138
987,3134
989,3152
989,3148
989,3150
996,3181
996,3183
998,3192
998,3193
1000,3195
1009,3217
1009,3228
1009,3230
1009,3218
1040,3288
1041,3291
1041,3290
1042,3296
1042,3295
1042,3298
1042,3293
1042,3297
1042,3299
1044,3304
1046,3317
1046,3318
1046,3319
1046,3322
1049,3329
1046,3320
1046,3323
1062,3357
1065,3362
1065,3363
1065,3361
1065,3364
1070,3376
1070,3375
1070,3380
1070,3393
1072,3398
1072,3401
1072,3402
1075,3407
1075,3408
1077,3410
1079,3416
1083,3422
1087,3426
1092,3438
1092,3437
1093,3440
1093,3439
1093,3442
1098,3458
1098,3460
1098,3462
1099,3464
1112,3496
1112,3504
1112,3503
1137,3545
1140,3550
1140,3555
1141,3556
1144,3566
1153,3584
1153,3585
1154,3588
1154,3592
1154,3590
1154,3591
1154,3587
1154,3589
1154,3586
1155,3601
1158,3612
1158,3613
1181,3659
1181,3660
1181,3661
1185,3671
1185,3672
1188,3700
1188,3704
1201,3743
1202,3745
1202,3746
1207,3776
1218,3833
1218,3840
1218,3844
1218,3845
1218,3847
1218,3846
1218,3856
1218,3857
1218,3858
1218,3863
1227,3874
1227,3879
1230,3893
1230,3892
1231,3895
1231,3896
1244,3938
1243,3935
1243,3936
1268,3997
1268,4000
1268,3998
1270,4010
1270,4016
1272,4023
1272,4031
1272,4043
1273,4050
1273,4049
1275,4057
1278,4073
1279,4074
1279,4075
1279,4077
1281,4081
1297,4104
1297,4106
1300,4116
1300,4115
1297,4110
1305,4123
1307,4125
1307,4127
1308,4130
1308,4135
1308,4142
1308,4143
1312,4152
1312,4153
1312,4151
1314,4156
1315,4158
1315,4159
1315,4164
1326,4180
1327,4182
1328,4183
1328,4184
1332,4199
1332,4207
1332,4213
1350,4330
1350,4331
1351,4333
1352,4337
1352,4340
1354,4355
1355,4362
1355,4356
1355,4357
1355,4359
1355,4360
1355,4363
1355,4364
1356,4370
1356,4375
1356,4371
1356,4373
1356,4376
1359,4389
1361,4404
1362,4405
1366,4414
1368,4420
1368,4419
1369,4426
1369,4427
1379,4443
1380,4444
1381,4446
1381,4445
1382,4449
1383,4452
1383,4454
1384,4455
1385,4456
1386,4473
1385,4461
1385,4458
1387,4475
1387,4474
1393,4495
13,4562
40,4762
69,4863
73,4927
92,5236
92,5245
100,5280
124,5555
139,5687
152,5727
152,5732
227,6184
306,6403
306,6405
309,6446
309,6454
309,6538
313,6558
313,6563
313,6566
387,6965
387,6969
410,7076
450,7129
474,7157
482,7219
482,7221
482,7227
482,7345
487,7409
540,7684
564,7714
564,7718
574,7848
618,8246
618,8247
618,8248
618,8250
618,8255
618,8259
618,8266
618,8267
618,8271
618,8288
618,8293
618,8295
618,8396
618,8398
618,8447
618,8450
651,8658
651,8733
654,8783
660,8810
660,8811
660,8815
660,8822
671,8913
685,9125
687,9211
687,9212
697,9299
697,9303
697,9304
697,9305
708,9483
708,9498
712,9515
713,9551
713,9552
713,9570
720,9843
739,9949
740,9991
762,10184
762,10299
764,10401
764,10410
764,10415
765,10438
834,10742
892,11049
935,11348
987,11622
996,11755
1042,12076
1042,12080
1042,12081
1046,12301
1070,12377
1098,12534
1141,12683
1181,12864
1218,13129
1227,13147
1227,13148
1268,13345
1273,13454
1273,13499
1279,13557
1279,13597
1279,13598
1297,13655
1297,13657
1307,13708
1308,13745
1315,13828
1332,13916
1355,13998
1357,14082
1361,14094
1368,14147
1368,14159
1376,14162
1376,14163
1376,14165
1382,14251
1382,14303
1382,14317
1383,14329
